"GeneID","Essential","Class","Complex","Phenotype","Motif","Chromosome","Function"
"G235173","Non-Essential","?","Cytoskeleton","?","PS00378",3,"ENERGY"
"G235173","Non-Essential","?","Cytoskeleton","?","PS00378",3,"METABOLISM"
"G235177","Non-Essential","?","Glucan synthases","Carbohydrate and lipid biosynthesis defects","PS00225",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235177","Non-Essential","?","Glucan synthases","Carbohydrate and lipid biosynthesis defects","PS00225",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235177","Non-Essential","?","Glucan synthases","Carbohydrate and lipid biosynthesis defects","PS00225",3,"METABOLISM"
"G235177","Non-Essential","?","Glucan synthases","Carbohydrate and lipid biosynthesis defects","PS01188",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235177","Non-Essential","?","Glucan synthases","Carbohydrate and lipid biosynthesis defects","PS01188",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235177","Non-Essential","?","Glucan synthases","Carbohydrate and lipid biosynthesis defects","PS01188",3,"METABOLISM"
"G235177","Non-Essential","?","Glucan synthases","Cell morphology and organelle mutants","PS00225",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235177","Non-Essential","?","Glucan synthases","Cell morphology and organelle mutants","PS00225",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235177","Non-Essential","?","Glucan synthases","Cell morphology and organelle mutants","PS00225",3,"METABOLISM"
"G235177","Non-Essential","?","Glucan synthases","Cell morphology and organelle mutants","PS01188",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235177","Non-Essential","?","Glucan synthases","Cell morphology and organelle mutants","PS01188",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235177","Non-Essential","?","Glucan synthases","Cell morphology and organelle mutants","PS01188",3,"METABOLISM"
"G235177","Non-Essential","?","Glucan synthases","Conditional phenotypes","PS00225",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235177","Non-Essential","?","Glucan synthases","Conditional phenotypes","PS00225",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235177","Non-Essential","?","Glucan synthases","Conditional phenotypes","PS00225",3,"METABOLISM"
"G235177","Non-Essential","?","Glucan synthases","Conditional phenotypes","PS01188",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235177","Non-Essential","?","Glucan synthases","Conditional phenotypes","PS01188",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235177","Non-Essential","?","Glucan synthases","Conditional phenotypes","PS01188",3,"METABOLISM"
"G235177","Non-Essential","?","Glucan synthases","Mating and sporulation defects","PS00225",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235177","Non-Essential","?","Glucan synthases","Mating and sporulation defects","PS00225",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235177","Non-Essential","?","Glucan synthases","Mating and sporulation defects","PS00225",3,"METABOLISM"
"G235177","Non-Essential","?","Glucan synthases","Mating and sporulation defects","PS01188",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235177","Non-Essential","?","Glucan synthases","Mating and sporulation defects","PS01188",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235177","Non-Essential","?","Glucan synthases","Mating and sporulation defects","PS01188",3,"METABOLISM"
"G235177","Non-Essential","?","Glucan synthases","Sensitivity to immunosuppressants","PS00225",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235177","Non-Essential","?","Glucan synthases","Sensitivity to immunosuppressants","PS00225",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235177","Non-Essential","?","Glucan synthases","Sensitivity to immunosuppressants","PS00225",3,"METABOLISM"
"G235177","Non-Essential","?","Glucan synthases","Sensitivity to immunosuppressants","PS01188",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235177","Non-Essential","?","Glucan synthases","Sensitivity to immunosuppressants","PS01188",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235177","Non-Essential","?","Glucan synthases","Sensitivity to immunosuppressants","PS01188",3,"METABOLISM"
"G235177","Non-Essential","?","Glucan synthases","Stress response defects","PS00225",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235177","Non-Essential","?","Glucan synthases","Stress response defects","PS00225",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235177","Non-Essential","?","Glucan synthases","Stress response defects","PS00225",3,"METABOLISM"
"G235177","Non-Essential","?","Glucan synthases","Stress response defects","PS01188",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235177","Non-Essential","?","Glucan synthases","Stress response defects","PS01188",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235177","Non-Essential","?","Glucan synthases","Stress response defects","PS01188",3,"METABOLISM"
"G235181","Essential","?","RSC complex (Remodel the structure of chromatin)","?","?",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235181","Essential","?","RSC complex (Remodel the structure of chromatin)","?","?",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235181","Essential","?","RSC complex (Remodel the structure of chromatin)","?","?",3,"TRANSCRIPTION"
"G235182","Non-Essential","?","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00678",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235182","Non-Essential","?","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00678",3,"TRANSCRIPTION"
"G235184","Non-Essential","?","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235184","Non-Essential","?","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235184","Non-Essential","?","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00486",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235184","Non-Essential","?","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00486",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235185","Essential","?","Transcription complexes/Transcriptosome","Cell cycle defects","?",3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235185","Essential","?","Transcription complexes/Transcriptosome","Cell cycle defects","?",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235185","Essential","?","Transcription complexes/Transcriptosome","Cell cycle defects","?",3,"TRANSCRIPTION"
"G235187","Essential","?","RNA processing complexes","Conditional phenotypes","PS00566",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235187","Essential","?","RNA processing complexes","Conditional phenotypes","PS00566",4,"TRANSCRIPTION"
"G235188","Non-Essential","?","Proteasome","?","PS00018",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235188","Non-Essential","?","Proteasome","?","PS00018",4,"PROTEIN DESTINATION"
"G235189","Essential","?","RNA processing complexes","?","PS00028",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235189","Essential","?","RNA processing complexes","?","PS00028",4,"TRANSCRIPTION"
"G235191","Essential","?","RNA processing complexes","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235191","Essential","?","RNA processing complexes","?","?",4,"TRANSCRIPTION"
"G235200","Non-Essential","?","Assembly complexes","Cell morphology and organelle mutants","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235200","Non-Essential","?","Assembly complexes","Cell morphology and organelle mutants","?",4,"PROTEIN DESTINATION"
"G235201","Non-Essential","?","Translation complexes","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235201","Non-Essential","?","Translation complexes","?","?",4,"PROTEIN SYNTHESIS"
"G235204","Non-Essential","?","Prenyltransferases","Cell cycle defects","?",4,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION"
"G235204","Non-Essential","?","Prenyltransferases","Cell cycle defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235204","Non-Essential","?","Prenyltransferases","Cell cycle defects","?",4,"METABOLISM"
"G235204","Non-Essential","?","Prenyltransferases","Cell cycle defects","?",4,"PROTEIN DESTINATION"
"G235204","Non-Essential","?","Prenyltransferases","Conditional phenotypes","?",4,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION"
"G235204","Non-Essential","?","Prenyltransferases","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235204","Non-Essential","?","Prenyltransferases","Conditional phenotypes","?",4,"METABOLISM"
"G235204","Non-Essential","?","Prenyltransferases","Conditional phenotypes","?",4,"PROTEIN DESTINATION"
"G235205","Non-Essential","?","Translocon","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235205","Non-Essential","?","Translocon","Conditional phenotypes","?",4,"PROTEIN DESTINATION"
"G235207","Non-Essential","?","Nuclear pore complex (NPC)","Cell morphology and organelle mutants","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235207","Non-Essential","?","Nuclear pore complex (NPC)","Cell morphology and organelle mutants","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235207","Non-Essential","?","Nuclear pore complex (NPC)","Cell morphology and organelle mutants","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235207","Non-Essential","?","Nuclear pore complex (NPC)","Conditional phenotypes","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235207","Non-Essential","?","Nuclear pore complex (NPC)","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235207","Non-Essential","?","Nuclear pore complex (NPC)","Conditional phenotypes","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235207","Non-Essential","?","Nuclear pore complex (NPC)","Mating and sporulation defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235207","Non-Essential","?","Nuclear pore complex (NPC)","Mating and sporulation defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235207","Non-Essential","?","Nuclear pore complex (NPC)","Mating and sporulation defects","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235213","Non-Essential","?","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235213","Non-Essential","?","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017",4,"TRANSCRIPTION"
"G235213","Non-Essential","?","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00039",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235213","Non-Essential","?","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00039",4,"TRANSCRIPTION"
"G235213","Non-Essential","?","Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs","PS00017",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235213","Non-Essential","?","Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs","PS00017",4,"TRANSCRIPTION"
"G235213","Non-Essential","?","Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs","PS00039",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235213","Non-Essential","?","Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs","PS00039",4,"TRANSCRIPTION"
"G235214","?","?","Replication complexes","Cell cycle defects","PS00333",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235214","?","?","Replication complexes","Cell cycle defects","PS00333",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G235214","?","?","Replication complexes","Cell cycle defects","PS00333",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235214","?","?","Replication complexes","Cell cycle defects","PS00697",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235214","?","?","Replication complexes","Cell cycle defects","PS00697",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G235214","?","?","Replication complexes","Cell cycle defects","PS00697",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235214","?","?","Replication complexes","Unknown","PS00333",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235214","?","?","Replication complexes","Unknown","PS00333",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G235214","?","?","Replication complexes","Unknown","PS00333",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235214","?","?","Replication complexes","Unknown","PS00697",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235214","?","?","Replication complexes","Unknown","PS00697",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G235214","?","?","Replication complexes","Unknown","PS00697",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235216","Non-Essential","?","Cytoskeleton","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235222","Essential","?","Mitochondrial translocase complex","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235222","Essential","?","Mitochondrial translocase complex","?","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235222","Essential","?","Mitochondrial translocase complex","?","?",4,"PROTEIN DESTINATION"
"G235222","Essential","?","Mitochondrial translocase complex","?","?",4,"TRANSPORT FACILITATION"
"G235225","Non-Essential","?","Transcription complexes/Transcriptosome","?","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235225","Non-Essential","?","Transcription complexes/Transcriptosome","?","?",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G235225","Non-Essential","?","Transcription complexes/Transcriptosome","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235228","Non-Essential","?","Translation complexes","Conditional phenotypes","PS00056",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235228","Non-Essential","?","Translation complexes","Conditional phenotypes","PS00056",4,"PROTEIN SYNTHESIS"
"G235228","Non-Essential","?","Translation complexes","Sensitivity to antibiotics","PS00056",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235228","Non-Essential","?","Translation complexes","Sensitivity to antibiotics","PS00056",4,"PROTEIN SYNTHESIS"
"G235229","Essential","?","Replication complexes","Cell cycle defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235229","Essential","?","Replication complexes","Cell cycle defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235229","Essential","?","Replication complexes","Conditional phenotypes","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235229","Essential","?","Replication complexes","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235231","Non-Essential","?","Transcription complexes/Transcriptosome","?","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235231","Non-Essential","?","Transcription complexes/Transcriptosome","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235231","Non-Essential","?","Transcription complexes/Transcriptosome","?","?",4,"METABOLISM"
"G235231","Non-Essential","?","Transcription complexes/Transcriptosome","?","?",4,"TRANSCRIPTION"
"G235234","Non-Essential","?","Assembly complexes","Cell morphology and organelle mutants","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235234","Non-Essential","?","Assembly complexes","Cell morphology and organelle mutants","?",4,"PROTEIN DESTINATION"
"G235235","Essential","?","Translocon","?","PS01067",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235235","Essential","?","Translocon","?","PS01067",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235235","Essential","?","Translocon","?","PS01067",4,"PROTEIN DESTINATION"
"G235235","Essential","?","Translocon","?","PS01067",4,"TRANSPORT FACILITATION"
"G235239","Non-Essential","?","Intracellular transport complexes","Mating and sporulation defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235239","Non-Essential","?","Intracellular transport complexes","Mating and sporulation defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235239","Non-Essential","?","Intracellular transport complexes","Mating and sporulation defects","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235239","Non-Essential","?","Intracellular transport complexes","Nucleic acid metabolism defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235239","Non-Essential","?","Intracellular transport complexes","Nucleic acid metabolism defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235239","Non-Essential","?","Intracellular transport complexes","Nucleic acid metabolism defects","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235240","Essential","?","Sister chromatid cohesion regulation complex","Cell cycle defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235240","Essential","?","Sister chromatid cohesion regulation complex","Cell cycle defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235240","Essential","?","Sister chromatid cohesion regulation complex","Conditional phenotypes","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235240","Essential","?","Sister chromatid cohesion regulation complex","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235241","Essential","?","Anaphase promoting complex (APC)","Conditional phenotypes","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235241","Essential","?","Anaphase promoting complex (APC)","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235241","Essential","?","Anaphase promoting complex (APC)","Conditional phenotypes","?",4,"PROTEIN DESTINATION"
"G235242","Non-Essential","?","Cytoskeleton","Cell morphology and organelle mutants","PS00019",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235242","Non-Essential","?","Cytoskeleton","Cell morphology and organelle mutants","PS00019",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235242","Non-Essential","?","Cytoskeleton","Cell morphology and organelle mutants","PS00019",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235242","Non-Essential","?","Cytoskeleton","Cell morphology and organelle mutants","PS00020",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235242","Non-Essential","?","Cytoskeleton","Cell morphology and organelle mutants","PS00020",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235242","Non-Essential","?","Cytoskeleton","Cell morphology and organelle mutants","PS00020",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235243","Non-Essential","?","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235243","Non-Essential","?","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235243","Non-Essential","?","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","?",4,"TRANSCRIPTION"
"G235243","Non-Essential","?","Transcription complexes/Transcriptosome","Conditional phenotypes","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235243","Non-Essential","?","Transcription complexes/Transcriptosome","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235243","Non-Essential","?","Transcription complexes/Transcriptosome","Conditional phenotypes","?",4,"TRANSCRIPTION"
"G235243","Non-Essential","?","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235243","Non-Essential","?","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235243","Non-Essential","?","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","?",4,"TRANSCRIPTION"
"G235244","Essential","?","Histone acetyltransferase complexes","?","?",4,"TRANSCRIPTION"
"G235244","Essential","?","Transcription complexes/Transcriptosome","?","?",4,"TRANSCRIPTION"
"G235245","Non-Essential","?","2-oxoglutarate dehydrogenase","?","PS00189",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235245","Non-Essential","?","2-oxoglutarate dehydrogenase","?","PS00189",4,"ENERGY"
"G235245","Non-Essential","?","2-oxoglutarate dehydrogenase","?","PS00189",4,"METABOLISM"
"G235246","Essential","?","Exocyst complex","Cell morphology and organelle mutants","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235246","Essential","?","Exocyst complex","Cell morphology and organelle mutants","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235247","Essential","?","Histone acetyltransferase complexes","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235247","Essential","?","Histone acetyltransferase complexes","?","?",4,"TRANSCRIPTION"
"G235247","Essential","?","Transcription complexes/Transcriptosome","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235247","Essential","?","Transcription complexes/Transcriptosome","?","?",4,"TRANSCRIPTION"
"G235248","Essential","?","Intracellular transport complexes","Carbohydrate and lipid biosynthesis defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235248","Essential","?","Intracellular transport complexes","Carbohydrate and lipid biosynthesis defects","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235248","Essential","?","Intracellular transport complexes","Cell morphology and organelle mutants","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235248","Essential","?","Intracellular transport complexes","Cell morphology and organelle mutants","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235250","Non-Essential","?","Histone acetyltransferase complexes","Conditional phenotypes","PS00343",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235250","Non-Essential","?","Histone acetyltransferase complexes","Conditional phenotypes","PS00343",4,"METABOLISM"
"G235250","Non-Essential","?","Histone acetyltransferase complexes","Conditional phenotypes","PS00343",4,"TRANSCRIPTION"
"G235250","Non-Essential","?","Intracellular transport complexes","Conditional phenotypes","PS00343",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235250","Non-Essential","?","Intracellular transport complexes","Conditional phenotypes","PS00343",4,"METABOLISM"
"G235250","Non-Essential","?","Intracellular transport complexes","Conditional phenotypes","PS00343",4,"TRANSCRIPTION"
"G235250","Non-Essential","?","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00343",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235250","Non-Essential","?","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00343",4,"METABOLISM"
"G235250","Non-Essential","?","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00343",4,"TRANSCRIPTION"
"G235252","Non-Essential","?","Nuclear pore complex (NPC)","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235252","Non-Essential","?","Nuclear pore complex (NPC)","?","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235252","Non-Essential","?","Nuclear pore complex (NPC)","?","?",4,"TRANSCRIPTION"
"G235257","Essential","?","RNA processing complexes","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235257","Essential","?","RNA processing complexes","?","?",4,"TRANSCRIPTION"
"G235259","Essential","?","Intracellular transport complexes","Cell morphology and organelle mutants","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235259","Essential","?","Intracellular transport complexes","Cell morphology and organelle mutants","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235261","?","?","Intracellular transport complexes","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235261","?","?","Intracellular transport complexes","?","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235264","Non-Essential","?","Synaptonemal complex (SC)","Cell cycle defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235264","Non-Essential","?","Synaptonemal complex (SC)","Cell cycle defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235264","Non-Essential","?","Synaptonemal complex (SC)","Mating and sporulation defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235264","Non-Essential","?","Synaptonemal complex (SC)","Mating and sporulation defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235265","Essential","?","RNA processing complexes","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235265","Essential","?","RNA processing complexes","?","?",4,"TRANSCRIPTION"
"G235266","Essential","?","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","?",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G235266","Essential","?","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235266","Essential","?","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","?",4,"TRANSCRIPTION"
"G235271","Essential","?","?","Cell cycle defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235271","Essential","?","?","Cell cycle defects","?",4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G235271","Essential","?","?","Cell cycle defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235271","Essential","?","?","Cell morphology and organelle mutants","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235271","Essential","?","?","Cell morphology and organelle mutants","?",4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G235271","Essential","?","?","Cell morphology and organelle mutants","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235272","Essential","?","Transcription complexes/Transcriptosome","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235272","Essential","?","Transcription complexes/Transcriptosome","?","?",4,"TRANSCRIPTION"
"G235273","Non-Essential","?","RNA processing complexes","Cell cycle defects","PS00340",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235273","Non-Essential","?","RNA processing complexes","Cell cycle defects","PS00340",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235273","Non-Essential","?","RNA processing complexes","Cell cycle defects","PS00626",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235273","Non-Essential","?","RNA processing complexes","Cell cycle defects","PS00626",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235273","Non-Essential","?","RNA processing complexes","Conditional phenotypes","PS00340",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235273","Non-Essential","?","RNA processing complexes","Conditional phenotypes","PS00340",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
