"session_id","sequence_order","category_a","category_b","category_c","category_d"
"u26141",1,"A00003","B00004","C00093","D31605"
"u26141",2,"A00003","B00004","C00093","D01295"
"u26141",3,"A00003","B00004","C00093","D31616"
"u26142",1,"A00002","B00011","C00212","D32134"
"u26142",2,"A00002","B00011","C00114","D32137"
"u26142",3,"A00002","B00011","C00114","D32139"
"u26142",4,"A00002","B00011","C00114","D32142"
"u26142",5,"A00002","B00011","C00114","D32143"
"u26142",6,"A00002","B00011","C00114","D20045"
"u26142",7,"A00002","B00011","C00114","D32145"
"u26142",8,"A00002","B00011","C00114","D32147"
"u26142",9,"A00003","B00020","C00069","D30017"
"u26143",1,"A00004","B00013","C00080","D00367"
"u26144",1,"A00001","B00009","C00028","D01437"
"u26144",2,"A00002","B00002","C00007","D00637"
"u26145",1,"A00003","B00020","C00052","D08406"
"u26146",1,"A00002","B00004","C00018","D11604"
"u26146",2,"A00002","B00004","C00066","D11606"
"u26146",3,"A00002","B00007","C00016","D11587"
"u26146",4,"A00001","B00009","C00028","D11565"
"u26147",1,"A00002","B00004","C00066","D11606"
"u26147",2,"A00002","B00007","C00016","D11587"
"u26147",3,"A00001","B00009","C00028","D11565"
"u26148",1,"A00002","B00007","C00021","D11657"
"u26148",2,"A00002","B00007","C00016","D11587"
"u26149",1,"A00002","B00007","C00021","D11657"
"u26149",2,"A00002","B00007","C00016","D11587"
"u26150",1,"A00002","B00007","C00021","D11657"
"u26150",2,"A00002","B00007","C00016","D11587"
"u26151",1,"A00002","B00007","C00021","D11657"
"u26151",2,"A00002","B00007","C00016","D11587"
"u26152",1,"A00002","B00007","C00021","D11657"
"u26152",2,"A00002","B00007","C00016","D11587"
"u26153",1,"A00008","B00029","C00088","D12408"
"u26153",2,"A00008","B00029","C00088","D12409"
"u26154",1,"A00001","B00001","C00019","D12416"
"u26154",2,"A00001","B00001","C00019","D12417"
"u26154",3,"A00001","B00001","C00019","D12418"
"u26154",4,"A00001","B00001","C00019","D12420"
"u26154",5,"A00001","B00001","C00019","D12421"
"u26155",1,"A00001","B00015","C00098","D12686"
"u26156",1,"A00001","B00009","C00038","D06344"
"u26157",1,"A00001","B00009","C00028","D12781"
"u26157",2,"A00001","B00009","C00028","D12783"
"u26158",1,"A00002","B00002","C00003","D12380"
"u26159",1,"A00011","B00056","C00241","D15302"
"u26160",1,"A00009","B00075","C00307","D15309"
"u26161",1,"A00001","B00004","C00066","D16716"
"u26162",1,"A00001","B00009","C00038","D06344"
"u26163",1,"A00002","B00002","C00002","D00205"
"u26163",2,"A00001","B00009","C00032","D16999"
"u26164",1,"A00001","B00009","C00032","D17024"
"u26165",1,"A00001","B00001","C00019","D05925"
"u26165",2,"A00001","B00001","C00019","D05883"
"u26166",1,"A00005","B00032","C00097","D35275"
"u26167",1,"A00001","B00011","C00416","D35746"
"u26168",1,"A00002","B00002","C00003","D00369"
"u26168",2,"A00002","B00002","C00003","D00372"
"u26168",3,"A00002","B00002","C00003","D00378"
"u26168",4,"A00002","B00002","C00003","D00385"
"u26168",5,"A00002","B00002","C00003","D00395"
"u26168",6,"A00002","B00002","C00003","D00398"
"u26168",7,"A00002","B00002","C00003","D00417"
"u26168",8,"A00002","B00002","C00033","D00433"
"u26169",1,"A00001","B00009","C00028","D00370"
"u26170",1,"A00002","B00001","C00075","D00373"
"u26170",2,"A00002","B00001","C00075","D00379"
"u26171",1,"A00001","B00027","C00082","D00374"
"u26171",2,"A00001","B00027","C00082","D00377"
"u26172",1,"A00001","B00015","C00042","D00404"
"u26172",2,"A00001","B00015","C00042","D00407"
"u26172",3,"A00001","B00015","C00042","D00427"
"u26173",1,"A00001","B00037","C00113","D03657"
"u26173",2,"A00001","B00037","C00113","D03658"
"u26173",3,"A00001","B00037","C00113","D01915"
"u26174",1,"A00003","B00022","C00074","D03662"
"u26175",1,"A00003","B00022","C00074","D03663"
"u26176",1,"A00003","B00022","C00074","D03672"
"u26176",2,"A00003","B00022","C00074","D03673"
"u26177",1,"A00001","B00031","C00091","D03691"
"u26177",2,"A00002","B00001","C00177","D03692"
"u26178",1,"A00002","B00001","C00049","D10313"
"u26179",1,"A00003","B00022","C00074","D03673"
"u26180",1,"A00001","B00037","C00113","D03990"
"u26180",2,"A00001","B00037","C00113","D15728"
"u26180",3,"A00001","B00037","C00113","D18027"
"u26181",1,"A00001","B00037","C00113","D18033"
"u26182",1,"A00001","B00015","C00043","D14571"
"u26183",1,"A00001","B00001","C00092","D31553"
"u26183",2,"A00003","B00012","C00036","D26787"
"u26184",1,"A00004","B00013","C00083","D00376"
"u26184",2,"A00004","B00013","C00062","D00380"
"u26184",3,"A00004","B00013","C00084","D00393"
"u26185",1,"A00004","B00013","C00318","D17655"
"u26186",1,"A00002","B00007","C00016","D00381"
"u26187",1,"A00005","B00019","C00012","D00391"
"u26187",2,"A00002","B00002","C00009","D03494"
"u26188",1,"A00002","B00002","C00007","D00400"
"u26189",1,"A00002","B00003","C00014","D11994"
"u26190",1,"A00002","B00002","C00007","D00401"
"u26190",2,"A00002","B00001","C00059","D00406"
"u26191",1,"A00002","B00002","C00007","D00401"
"u26191",2,"A00003","B00022","C00048","D00557"
"u26191",3,"A00003","B00022","C00048","D00562"
"u26191",4,"A00003","B00022","C00048","D00567"
"u26191",5,"A00003","B00022","C00048","D00532"
"u26192",1,"A00002","B00016","C00063","D00419"
"u26192",2,"A00002","B00007","C00016","D00435"
"u26193",1,"A00002","B00006","C00015","D01036"
"u26194",1,"A00002","B00002","C00007","D02313"
"u26194",2,"A00002","B00002","C00007","D02319"
"u26194",3,"A00002","B00002","C00007","D02324"
"u26194",4,"A00002","B00002","C00007","D02326"
"u26194",5,"A00002","B00002","C00007","D02329"
"u26195",1,"A00002","B00002","C00007","D02346"
"u26196",1,"A00002","B00002","C00007","D00266"
"u26196",2,"A00002","B00002","C00007","D02359"
"u26197",1,"A00003","B00012","C00048","D23813"
"u26198",1,"A00003","B00012","C00048","D24899"
"u26199",1,"A00003","B00012","C00051","D00680"
"u26200",1,"A00003","B00012","C00051","D25673"
"u26201",1,"A00003","B00012","C00048","D30264"
"u26202",1,"A00003","B00012","C00036","D33058"
"u26202",2,"A00003","B00012","C00036","D33061"
"u26202",3,"A00003","B00012","C00036","D33069"
"u26202",4,"A00003","B00012","C00036","D33073"
"u26202",5,"A00003","B00012","C00036","D33076"
"u26203",1,"A00003","B00012","C00048","D33223"
"u26204",1,"A00002","B00003","C00014","D00457"
"u26205",1,"A00002","B00002","C00007","D00748"
"u26206",1,"A00002","B00002","C00003","D09494"
"u26206",2,"A00002","B00002","C00002","D09495"
"u26206",3,"A00002","B00002","C00002","D09499"
"u26207",1,"A00002","B00002","C00007","D10651"
"u26207",2,"A00002","B00004","C00018","D10653"
"u26208",1,"A00002","B00003","C00006","D11781"
"u26208",2,"A00002","B00002","C00003","D11782"
"u26208",3,"A00002","B00005","C00013","D02113"
"u26208",4,"A00002","B00002","C00007","D00297"
"u26209",1,"A00002","B00002","C00002","D12426"
"u26209",2,"A00002","B00002","C00003","D12428"
"u26210",1,"A00002","B00001","C00123","D13095"
"u26211",1,"A00002","B00001","C00059","D16835"
"u26212",1,"A00002","B00004","C00244","D20309"
"u26212",2,"A00002","B00004","C00244","D20311"
"u26213",1,"A00002","B00001","C00123","D13095"
"u26214",1,"A00003","B00022","C00048","D00411"
"u26214",2,"A00003","B00022","C00074","D00413"
"u26214",3,"A00003","B00022","C00048","D00415"
"u26214",4,"A00003","B00022","C00074","D00418"
"u26214",5,"A00003","B00022","C00048","D00420"
"u26214",6,"A00003","B00022","C00048","D00425"
"u26214",7,"A00003","B00022","C00048","D00428"
"u26214",8,"A00003","B00022","C00048","D00430"
"u26214",9,"A00003","B00022","C00048","D00432"
"u26215",1,"A00004","B00014","C00087","D00414"
"u26216",1,"A00008","B00029","C00088","D01296"
"u26217",1,"A00008","B00029","C00088","D06745"
"u26218",1,"A00008","B00043","C00143","D07040"
"u26219",1,"A00003","B00004","C00008","D00421"
"u26220",1,"A00003","B00012","C00036","D01193"
"u26221",1,"A00002","B00004","C00018","D03119"
"u26222",1,"A00003","B00004","C00089","D03779"
"u26222",2,"A00002","B00002","C00004","D03784"
"u26223",1,"A00003","B00012","C00074","D05659"
"u26224",1,"A00003","B00004","C00089","D11313"
"u26225",1,"A00002","B00004","C00018","D00047"
"u26225",2,"A00002","B00004","C00018","D11610"
"u26226",1,"A00002","B00004","C00018","D25166"
"u26227",1,"A00003","B00012","C00036","D18231"
"u26228",1,"A00003","B00012","C00074","D00459"
"u26228",2,"A00003","B00012","C00074","D00461"
"u26228",3,"A00003","B00012","C00074","D00464"
"u26228",4,"A00003","B00012","C00074","D00470"
"u26228",5,"A00003","B00012","C00074","D00471"
"u26229",1,"A00002","B00007","C00016","D00492"
"u26229",2,"A00003","B00012","C00074","D00470"
"u26229",3,"A00002","B00007","C00016","D00064"
"u26230",1,"A00003","B00012","C00074","D00470"
"u26231",1,"A00003","B00022","C00074","D00908"
"u26232",1,"A00003","B00021","C00064","D00434"
"u26233",1,"A00003","B00012","C00036","D00864"
"u26234",1,"A00003","B00012","C00051","D01547"
"u26234",2,"A00003","B00012","C00051","D04255"
"u26235",1,"A00002","B00003","C00046","D00440"
"u26235",2,"A00002","B00003","C00012","D21817"
"u26236",1,"A00006","B00030","C00090","D00445"
"u26237",1,"A00001","B00031","C00091","D00448"
"u26237",2,"A00001","B00009","C00028","D00449"
"u26237",3,"A00001","B00031","C00012","D00452"
"u26238",1,"A00001","B00031","C00044","D00574"
"u26239",1,"A00001","B00009","C00028","D00696"
"u26240",1,"A00001","B00009","C00186","D03723"
"u26241",1,"A00001","B00037","C00135","D03746"
"u26242",1,"A00001","B00001","C00019","D03765"
"u26243",1,"A00001","B00031","C00044","D03503"
"u26243",2,"A00001","B00001","C00001","D03849"
"u26244",1,"A00001","B00004","C00093","D03854"
"u26244",2,"A00002","B00016","C00135","D03855"
"u26245",1,"A00001","B00009","C00028","D00696"
"u26246",1,"A00001","B00031","C00091","D03459"
"u26246",2,"A00001","B00031","C00091","D12197"
"u26247",1,"A00001","B00004","C00093","D12200"
"u26248",1,"A00001","B00009","C00186","D10925"
"u26248",2,"A00001","B00009","C00186","D12201"
"u26249",1,"A00001","B00001","C00182","D07470"
"u26249",2,"A00001","B00001","C00182","D12202"
"u26250",1,"A00002","B00007","C00041","D12493"
"u26251",1,"A00002","B00003","C00012","D12509"
"u26252",1,"A00002","B00007","C00098","D13262"
"u26253",1,"A00001","B00009","C00028","D00696"
"u26253",2,"A00001","B00009","C00186","D13663"
"u26254",1,"A00001","B00031","C00044","D13705"
"u26254",2,"A00002","B00016","C00070","D13710"
"u26255",1,"A00001","B00031","C00012","D13722"
"u26256",1,"A00001","B00009","C00028","D13696"
"u26256",2,"A00001","B00009","C00028","D13757"
"u26257",1,"A00001","B00009","C00186","D12198"
"u26257",2,"A00001","B00009","C00028","D00696"
"u26257",3,"A00002","B00016","C00044","D13782"
"u26258",1,"A00001","B00031","C00044","D05622"
"u26259",1,"A00002","B00016","C00044","D11384"
"u26260",1,"A00002","B00002","C00003","D13836"
"u26260",2,"A00001","B00031","C00044","D13693"
"u26260",3,"A00002","B00001","C00053","D13842"
"u26260",4,"A00002","B00001","C00053","D13843"
"u26261",1,"A00001","B00031","C00044","D13693"
"u26261",2,"A00002","B00003","C00046","D13938"
"u26261",3,"A00002","B00003","C00006","D13942"
"u26261",4,"A00002","B00001","C00020","D13943"
"u26262",1,"A00002","B00001","C00059","D15254"
"u26263",1,"A00001","B00031","C00044","D10372"
"u26264",1,"A00001","B00031","C00091","D15923"
"u26265",1,"A00001","B00009","C00028","D00449"
"u26266",1,"A00002","B00010","C00192","D16025"
"u26266",2,"A00004","B00014","C00205","D16026"
"u26267",1,"A00002","B00003","C00005","D18532"
"u26268",1,"A00001","B00031","C00044","D05622"
"u26269",1,"A00001","B00031","C00044","D07649"
"u26269",2,"A00001","B00009","C00186","D18615"
"u26270",1,"A00001","B00015","C00042","D18632"
"u26270",2,"A00001","B00009","C00028","D18641"
"u26271",1,"A00001","B00031","C00130","D18710"
"u26272",1,"A00002","B00001","C00053","D18725"
"u26272",2,"A00002","B00001","C00053","D18730"
"u26273",1,"A00001","B00031","C00044","D18757"
"u26274",1,"A00001","B00015","C00042","D18766"
"u26274",2,"A00001","B00031","C00044","D18771"
"u26274",3,"A00001","B00001","C00019","D18782"
"u26275",1,"A00001","B00009","C00186","D18849"
"u26276",1,"A00002","B00007","C00024","D19042"
"u26276",2,"A00002","B00007","C00024","D03342"
"u26277",1,"A00001","B00001","C00001","D22631"
"u26278",1,"A00001","B00031","C00130","D25417"
"u26279",1,"A00001","B00031","C00012","D25729"
"u26280",1,"A00001","B00031","C00044","D01051"
"u26281",1,"A00001","B00031","C00044","D26567"
"u26281",2,"A00001","B00031","C00044","D26568"
"u26282",1,"A00001","B00031","C00044","D26899"
"u26283",1,"A00001","B00001","C00019","D18782"
"u26284",1,"A00001","B00009","C00186","D26901"
"u26284",2,"A00001","B00009","C00028","D26903"
"u26285",1,"A00001","B00009","C00186","D18892"
"u26285",2,"A00001","B00009","C00028","D25424"
"u26286",1,"A00001","B00031","C00044","D18668"
"u26287",1,"A00001","B00031","C00044","D27041"
"u26288",1,"A00001","B00009","C00028","D25292"
"u26289",1,"A00001","B00009","C00028","D25292"
"u26290",1,"A00001","B00031","C00044","D30267"
"u26291",1,"A00006","B00059","C00407","D30815"
"u26292",1,"A00001","B00009","C00028","D25424"
"u26292",2,"A00002","B00016","C00044","D31035"
"u26293",1,"A00001","B00001","C00019","D18782"
"u26294",1,"A00002","B00001","C00053","D33221"
"u26295",1,"A00001","B00009","C00028","D33347"
"u26296",1,"A00002","B00001","C00053","D33221"
"u26297",1,"A00001","B00031","C00044","D30106"
"u26298",1,"A00002","B00001","C00053","D33586"
"u26299",1,"A00001","B00009","C00028","D15901"
"u26300",1,"A00001","B00031","C00044","D34361"
"u26301",1,"A00001","B00031","C00044","D34933"
"u26302",1,"A00002","B00002","C00009","D00453"
"u26303",1,"A00002","B00003","C00014","D00480"
"u26303",2,"A00002","B00003","C00014","D00482"
"u26304",1,"A00002","B00003","C00037","D03931"
"u26304",2,"A00002","B00003","C00037","D03932"
"u26304",3,"A00002","B00003","C00037","D03935"
"u26305",1,"A00002","B00003","C00037","D02349"
"u26305",2,"A00002","B00003","C00037","D03943"
"u26306",1,"A00002","B00034","C00104","D03947"
"u26306",2,"A00002","B00003","C00037","D03931"
"u26306",3,"A00002","B00034","C00104","D03949"
"u26306",4,"A00002","B00002","C00002","D03917"
"u26307",1,"A00002","B00003","C00006","D05405"
"u26308",1,"A00002","B00003","C00037","D05407"
"u26309",1,"A00002","B00003","C00037","D03931"
"u26310",1,"A00002","B00002","C00009","D00453"
"u26310",2,"A00002","B00002","C00081","D05030"
"u26311",1,"A00002","B00002","C00007","D00455"
"u26312",1,"A00002","B00005","C00067","D11053"
"u26313",1,"A00002","B00003","C00006","D07072"
"u26314",1,"A00002","B00007","C00041","D11549"
"u26314",2,"A00002","B00007","C00041","D11551"
"u26315",1,"A00002","B00003","C00006","D07072"
"u26316",1,"A00002","B00003","C00006","D11872"
"u26316",2,"A00002","B00011","C00180","D11873"
"u26317",1,"A00002","B00001","C00010","D02309"
"u26318",1,"A00001","B00015","C00202","D12291"
"u26318",2,"A00001","B00031","C00044","D12294"
"u26318",3,"A00001","B00031","C00044","D12297"
"u26319",1,"A00002","B00002","C00003","D16952"
"u26320",1,"A00002","B00004","C00066","D17898"
"u26321",1,"A00002","B00002","C00002","D17935"
"u26322",1,"A00002","B00003","C00014","D22156"
"u26323",1,"A00002","B00007","C00027","D12870"
"u26324",1,"A00001","B00009","C00032","D00555"
"u26325",1,"A00008","B00029","C00144","D01200"
"u26326",1,"A00008","B00029","C00144","D01200"
"u26327",1,"A00008","B00029","C00144","D01200"
"u26328",1,"A00001","B00009","C00032","D03549"
"u26329",1,"A00001","B00001","C00019","D05052"
"u26329",2,"A00001","B00037","C00113","D05230"
"u26329",3,"A00001","B00037","C00113","D04804"
"u26329",4,"A00001","B00001","C00019","D05236"
"u26330",1,"A00001","B00001","C00019","D05052"
"u26330",2,"A00001","B00037","C00113","D04804"
"u26331",1,"A00001","B00001","C00019","D05236"
"u26332",1,"A00001","B00001","C00029","D06605"
"u26333",1,"A00001","B00009","C00032","D06641"
"u26333",2,"A00001","B00009","C00038","D06644"
"u26334",1,"A00001","B00001","C00029","D06605"
"u26335",1,"A00001","B00001","C00029","D06686"
"u26336",1,"A00001","B00001","C00029","D06605"
"u26337",1,"A00001","B00001","C00001","D07777"
"u26338",1,"A00001","B00037","C00113","D08510"
"u26338",2,"A00001","B00037","C00135","D08520"
"u26339",1,"A00001","B00001","C00019","D08723"
"u26340",1,"A00001","B00037","C00113","D05230"
"u26341",1,"A00002","B00003","C00006","D08193"
"u26341",2,"A00002","B00003","C00005","D09527"
"u26342",1,"A00001","B00004","C00171","D11688"
"u26343",1,"A00001","B00001","C00019","D11732"
"u26344",1,"A00001","B00001","C00029","D11833"
"u26344",2,"A00001","B00001","C00092","D11834"
"u26344",3,"A00001","B00009","C00032","D06728"
"u26345",1,"A00001","B00031","C00130","D11839"
"u26346",1,"A00001","B00031","C00130","D11839"
"u26347",1,"A00001","B00031","C00130","D11844"
"u26348",1,"A00001","B00009","C00032","D13124"
"u26349",1,"A00001","B00031","C00130","D16832"
"u26349",2,"A00001","B00037","C00113","D08510"
"u26350",1,"A00002","B00007","C00027","D17854"
"u26351",1,"A00001","B00001","C00001","D19294"
"u26352",1,"A00001","B00037","C00113","D05875"
"u26353",1,"A00001","B00031","C00091","D22423"
"u26354",1,"A00001","B00009","C00032","D11289"
"u26355",1,"A00001","B00015","C00043","D01670"
"u26356",1,"A00001","B00015","C00043","D26963"
"u26356",2,"A00001","B00015","C00043","D26964"
"u26356",3,"A00001","B00015","C00043","D02867"
"u26357",1,"A00001","B00015","C00043","D26963"
"u26357",2,"A00001","B00015","C00043","D26964"
"u26357",3,"A00001","B00015","C00043","D02867"
"u26358",1,"A00001","B00001","C00019","D18046"
"u26359",1,"A00001","B00009","C00028","D10393"
"u26360",1,"A00002","B00016","C00070","D27740"
"u26360",2,"A00001","B00001","C00019","D27741"
"u26361",1,"A00002","B00016","C00070","D27740"
"u26361",2,"A00001","B00001","C00019","D27741"
"u26362",1,"A00001","B00009","C00028","D28268"
"u26363",1,"A00001","B00037","C00113","D08510"
"u26364",1,"A00001","B00009","C00028","D29130"
"u26365",1,"A00001","B00001","C00019","D30539"
"u26365",2,"A00001","B00001","C00019","D30543"
"u26366",1,"A00001","B00009","C00028","D31151"
"u26367",1,"A00001","B00037","C00113","D31860"
"u26367",2,"A00001","B00009","C00028","D30501"
"u26368",1,"A00001","B00031","C00091","D16546"
"u26369",1,"A00001","B00001","C00019","D32772"
"u26369",2,"A00001","B00001","C00019","D25468"
"u26370",1,"A00001","B00001","C00019","D18046"
"u26370",2,"A00001","B00015","C00043","D33277"
"u26370",3,"A00001","B00001","C00029","D09145"
"u26371",1,"A00001","B00001","C00001","D33333"
"u26372",1,"A00002","B00003","C00014","D01369"
"u26373",1,"A00002","B00003","C00014","D01369"
"u26373",2,"A00002","B00003","C00014","D05705"
"u26374",1,"A00002","B00002","C00007","D06525"
"u26374",2,"A00002","B00002","C00007","D00057"
"u26375",1,"A00001","B00001","C00019","D07229"
"u26375",2,"A00001","B00015","C00017","D04404"
"u26376",1,"A00002","B00001","C00075","D19236"
"u26377",1,"A00002","B00002","C00003","D00308"
"u26377",2,"A00002","B00001","C00053","D00172"
"u26378",1,"A00003","B00012","C00048","D00460"
"u26379",1,"A00003","B00021","C00054","D00468"
"u26380",1,"A00001","B00001","C00001","D00483"
"u26381",1,"A00001","B00001","C00019","D17177"
"u26382",1,"A00001","B00031","C00044","D01051"
"u26382",2,"A00001","B00031","C00044","D13919"
"u26383",1,"A00001","B00001","C00001","D11980"
"u26383",2,"A00001","B00001","C00001","D22700"
"u26384",1,"A00001","B00004","C00093","D00473"
"u26385",1,"A00004","B00013","C00101","D00551"
"u26386",1,"A00002","B00003","C00079","D00476"
"u26387",1,"A00003","B00021","C00054","D00176"
"u26388",1,"A00002","B00002","C00003","D12310"
"u26388",2,"A00002","B00002","C00004","D01076"
"u26389",1,"A00002","B00004","C00018","D00125"
"u26389",2,"A00002","B00004","C00018","D00478"
"u26389",3,"A00002","B00004","C00018","D00484"
"u26389",4,"A00002","B00004","C00018","D00486"
"u26389",5,"A00002","B00004","C00018","D00487"
"u26389",6,"A00002","B00004","C00018","D00151"
"u26389",7,"A00002","B00004","C00018","D00490"
"u26389",8,"A00002","B00004","C00018","D00497"
"u26390",1,"A00002","B00007","C00016","D00510"
"u26390",2,"A00002","B00007","C00016","D00514"
"u26391",1,"A00002","B00007","C00016","D00522"
"u26392",1,"A00002","B00004","C00018","D00490"
"u26392",2,"A00002","B00007","C00016","D00542"
"u26393",1,"A00002","B00034","C00104","D00572"
"u26393",2,"A00002","B00034","C00104","D00575"
"u26393",3,"A00002","B00034","C00105","D00577"
"u26393",4,"A00002","B00007","C00016","D00542"
"u26393",5,"A00002","B00007","C00021","D00583"
"u26393",6,"A00002","B00004","C00018","D00490"
"u26394",1,"A00002","B00007","C00098","D00530"
"u26395",1,"A00002","B00003","C00005","D02263"
"u26396",1,"A00002","B00001","C00053","D02446"
"u26397",1,"A00002","B00001","C00053","D02434"
"u26398",1,"A00002","B00006","C00030","D06653"
"u26399",1,"A00002","B00002","C00002","D06660"
"u26399",2,"A00002","B00002","C00002","D04446"
"u26400",1,"A00002","B00001","C00010","D07133"
"u26401",1,"A00002","B00006","C00030","D07838"
"u26402",1,"A00002","B00001","C00150","D09337"
"u26402",2,"A00002","B00001","C00150","D07504"
"u26403",1,"A00002","B00011","C00212","D09365"
"u26404",1,"A00009","B00075","C00307","D09395"
"u26405",1,"A00002","B00006","C00030","D11541"
"u26406",1,"A00002","B00006","C00030","D11617"
"u26407",1,"A00002","B00003","C00046","D11801"
"u26407",2,"A00002","B00003","C00046","D11805"
"u26407",3,"A00002","B00003","C00046","D06771"
"u26408",1,"A00002","B00016","C00127","D12445"
"u26409",1,"A00002","B00016","C00127","D12446"
"u26409",2,"A00002","B00016","C00127","D12448"
"u26409",3,"A00002","B00016","C00127","D12449"
"u26409",4,"A00002","B00016","C00127","D12450"
"u26410",1,"A00002","B00003","C00046","D13041"
"u26410",2,"A00002","B00003","C00046","D13045"
"u26410",3,"A00002","B00003","C00046","D13046"
"u26410",4,"A00002","B00003","C00046","D06769"
"u26410",5,"A00002","B00003","C00046","D13049"
"u26410",6,"A00002","B00001","C00010","D02433"
"u26410",7,"A00002","B00003","C00046","D13052"
"u26410",8,"A00002","B00003","C00046","D13053"
"u26410",9,"A00002","B00003","C00046","D13054"
"u26410",10,"A00002","B00003","C00046","D13058"
"u26410",11,"A00002","B00003","C00046","D13059"
"u26410",12,"A00002","B00003","C00046","D01952"
"u26410",13,"A00002","B00003","C00046","D01950"
"u26411",1,"A00002","B00003","C00046","D13634"
"u26411",2,"A00002","B00003","C00046","D13041"
"u26411",3,"A00002","B00003","C00046","D13045"
"u26412",1,"A00002","B00003","C00046","D13797"
"u26412",2,"A00002","B00003","C00046","D13799"
"u26412",3,"A00002","B00003","C00006","D13803"
"u26412",4,"A00002","B00003","C00046","D13806"
"u26412",5,"A00002","B00003","C00046","D13808"
"u26412",6,"A00002","B00003","C00046","D13810"
"u26413",1,"A00002","B00003","C00046","D13058"
"u26413",2,"A00002","B00003","C00046","D13819"
"u26413",3,"A00002","B00003","C00046","D13821"
"u26413",4,"A00002","B00003","C00046","D13822"
"u26414",1,"A00002","B00003","C00046","D13828"
"u26414",2,"A00002","B00003","C00046","D13808"
"u26415",1,"A00002","B00003","C00006","D13803"
"u26415",2,"A00002","B00003","C00046","D13819"
"u26416",1,"A00002","B00002","C00002","D14492"
"u26417",1,"A00002","B00001","C00059","D14203"
"u26418",1,"A00002","B00016","C00127","D14964"
"u26418",2,"A00002","B00016","C00127","D14965"
"u26418",3,"A00002","B00016","C00127","D14973"
"u26418",4,"A00002","B00016","C00127","D14974"
"u26418",5,"A00002","B00016","C00091","D14976"
"u26418",6,"A00002","B00007","C00016","D14978"
"u26419",1,"A00002","B00001","C00150","D07758"
"u26420",1,"A00002","B00004","C00210","D19635"
"u26421",1,"A00002","B00002","C00003","D23319"
"u26422",1,"A00002","B00002","C00002","D28925"
"u26423",1,"A00006","B00024","C00096","D29690"
"u26424",1,"A00006","B00038","C00279","D29693"
"u26424",2,"A00006","B00059","C00388","D29695"
"u26425",1,"A00002","B00003","C00006","D01110"
"u26426",1,"A00002","B00005","C00058","D27333"
"u26427",1,"A00003","B00020","C00052","D00489"
"u26428",1,"A00002","B00001","C00053","D01058"
"u26429",1,"A00002","B00003","C00014","D16906"
"u26430",1,"A00002","B00003","C00014","D19891"
"u26431",1,"A00002","B00003","C00014","D19898"
"u26431",2,"A00002","B00003","C00014","D00519"
"u26432",1,"A00002","B00006","C00015","D19925"
"u26433",1,"A00002","B00007","C00024","D19042"
"u26433",2,"A00002","B00007","C00024","D20754"
"u26434",1,"A00002","B00003","C00006","D26513"
"u26434",2,"A00002","B00003","C00006","D24431"
"u26435",1,"A00002","B00004","C00018","D27799"
"u26436",1,"A00002","B00003","C00006","D24431"
"u26437",1,"A00002","B00004","C00018","D03032"
"u26438",1,"A00001","B00031","C00044","D00493"
"u26438",2,"A00001","B00031","C00044","D00496"
"u26439",1,"A00001","B00001","C00001","D01089"
"u26439",2,"A00001","B00001","C00001","D01092"
"u26439",3,"A00001","B00001","C00001","D01093"
"u26440",1,"A00001","B00001","C00001","D01102"
"u26440",2,"A00001","B00001","C00001","D01111"
"u26440",3,"A00001","B00001","C00001","D01114"
"u26440",4,"A00001","B00001","C00001","D01117"
"u26441",1,"A00002","B00005","C00058","D00495"
"u26441",2,"A00005","B00032","C00097","D00527"
"u26442",1,"A00002","B00007","C00024","D00512"
"u26443",1,"A00003","B00012","C00051","D00526"
"u26444",1,"A00003","B00021","C00055","D02054"
"u26444",2,"A00003","B00021","C00055","D07787"
"u26444",3,"A00003","B00021","C00055","D00351"
"u26445",1,"A00003","B00021","C00055","D07787"
"u26446",1,"A00003","B00021","C00055","D07940"
"u26446",2,"A00003","B00021","C00055","D07787"
"u26446",3,"A00003","B00021","C00055","D07941"
"u26446",4,"A00003","B00021","C00055","D07942"
"u26446",5,"A00003","B00021","C00055","D07943"
"u26446",6,"A00003","B00021","C00055","D07944"
"u26446",7,"A00003","B00021","C00055","D07945"
"u26446",8,"A00003","B00021","C00064","D07070"
"u26447",1,"A00003","B00021","C00055","D07787"
"u26448",1,"A00003","B00021","C00055","D11413"
"u26448",2,"A00003","B00021","C00055","D11415"
"u26448",3,"A00003","B00021","C00055","D11416"
"u26448",4,"A00003","B00021","C00055","D11419"
"u26449",1,"A00003","B00021","C00055","D07787"
"u26449",2,"A00003","B00021","C00055","D11419"
"u26450",1,"A00003","B00021","C00064","D08605"
"u26450",2,"A00003","B00021","C00055","D07787"
"u26450",3,"A00003","B00021","C00055","D11419"
"u26450",4,"A00003","B00021","C00055","D11424"
"u26451",1,"A00003","B00021","C00055","D07787"
"u26452",1,"A00003","B00021","C00055","D07787"
"u26453",1,"A00003","B00021","C00055","D12004"
"u26454",1,"A00003","B00021","C00055","D11421"
"u26454",2,"A00003","B00021","C00055","D14983"
"u26454",3,"A00003","B00021","C00055","D12004"
"u26454",4,"A00003","B00021","C00055","D14981"
"u26454",5,"A00003","B00021","C00055","D14989"
"u26454",6,"A00003","B00021","C00055","D14984"
"u26454",7,"A00003","B00021","C00055","D14990"
"u26454",8,"A00003","B00021","C00055","D14992"
